identifier	text	seq	syn	dep_left	dep_right	chunk
cocktail	a short mixed drink.	['a', 'short', 'mixed', 'drink', '.']	['a', 'short', 'mixed', 'drink', '.']	['drink', 'a', 'short', 'mixed', '.']	['a', 'short', 'mixed', '.', 'drink']	[['a', 'short', 'mixed', 'drink'], '.']
coffee	a beverage consisting of an infusion of ground coffee beans.	['a', 'beverage', 'consisting', 'of', 'an', 'infusion', 'of', 'ground', 'coffee', 'beans', '.']	[['a', 'beverage'], ['consisting', ['of', [['an', 'infusion'], ['of', ['ground', 'coffee', 'beans']]]]], '.']	['beverage', 'a', ['consisting', ['infusion', 'of', 'an', ['beans', 'of', 'ground', 'coffee']]], '.']	['a', [['of', 'an', ['of', 'ground', 'coffee', 'beans'], 'infusion'], 'consisting'], '.', 'beverage']	[['a', 'beverage'], 'consisting', 'of', ['an', 'infusion'], 'of', ['ground', 'coffee', 'beans'], '.']
coin	a flat metal piece (usually a disc) used as money.	['a', 'flat', 'metal', 'piece', '(', 'usually', 'a', 'disc', ')', 'used', 'as', 'money', '.']	[[['a', 'flat', 'metal', 'piece'], ['-LRB-', 'usually', ['a', 'disc'], '-RRB-']], ['used', ['as', 'money']], '.']	['piece', 'a', 'flat', 'metal', ['disc', '-LRB-', 'usually', 'a', '-RRB-'], ['used', ['money', 'as']], '.']	['a', 'flat', 'metal', ['-LRB-', 'usually', 'a', '-RRB-', 'disc'], [['as', 'money'], 'used'], '.', 'piece']	[['a', 'flat', 'metal', 'piece'], ['(', 'usually', 'a', 'disc'], ')', 'used', 'as', 'money', '.']
cold	a mild viral infection involving the nose and respiratory passages (but not the lungs).	['a', 'mild', 'viral', 'infection', 'involving', 'the', 'nose', 'and', 'respiratory', 'passages', '(', 'but', 'not', 'the', 'lungs', ')', '.']	[['a', 'mild', 'viral', 'infection'], ['involving', [['the', 'nose'], 'and', [['respiratory', 'passages'], ['-LRB-', [['but', 'not'], ['the', 'lungs']], '-RRB-']]]], '.']	['infection', 'a', 'mild', 'viral', ['involving', ['passages', 'the', ['nose', 'and', 'respiratory'], ['not', '-LRB-', 'but', ['lungs', 'the'], '-RRB-']]], '.']	['a', 'mild', 'viral', [['the', ['and', 'respiratory', 'nose'], ['-LRB-', 'but', ['the', 'lungs'], '-RRB-', 'not'], 'passages'], 'involving'], '.', 'infection']	[['a', 'mild', 'viral', 'infection'], 'involving', ['the', 'nose', 'and', 'respiratory', 'passages'], '(', 'but', ['not', 'the', 'lungs'], ')', '.']
collage	a paste-up made by sticking together pieces of paper or photographs to form an artistic image.	['a', 'paste-up', 'made', 'by', 'sticking', 'together', 'pieces', 'of', 'paper', 'or', 'photographs', 'to', 'form', 'an', 'artistic', 'image', '.']	[['a', 'paste-up'], ['made', ['by', ['sticking', 'together', ['pieces', ['of', ['paper', 'or', 'photographs']]], ['to', ['form', ['an', 'artistic', 'image']]]]]], '.']	['paste-up', 'a', ['made', ['sticking', 'by', 'together', ['pieces', ['paper', 'of', 'or', 'photographs']], ['form', 'to', ['image', 'an', 'artistic']]]], '.']	['a', [['by', 'together', [['of', 'or', 'photographs', 'paper'], 'pieces'], ['to', ['an', 'artistic', 'image'], 'form'], 'sticking'], 'made'], '.', 'paste-up']	[['a', 'paste', '-', 'up'], 'made', 'by', 'sticking', 'together', 'pieces', 'of', 'paper', 'or', 'photographs', 'to', 'form', ['an', 'artistic', 'image'], '.']
collar	a band that fits around the neck and is usually folded over.	['a', 'band', 'that', 'fits', 'around', 'the', 'neck', 'and', 'is', 'usually', 'folded', 'over', '.']	[[['a', 'band'], ['that', [['fits', ['around', ['the', 'neck']]], 'and', 'is']]], 'usually', ['folded', 'over'], '.']	['band', 'a', ['fits', 'that', ['neck', 'around', 'the'], 'and', ['folded', 'is', 'usually', 'over']], '.']	['a', ['that', ['around', 'the', 'neck'], 'and', ['is', 'usually', 'over', 'folded'], 'fits'], '.', 'band']	[['a', 'band'], 'that', 'fits', 'around', ['the', 'neck'], 'and', 'is', 'usually', 'folded', 'over', '.']
collection	several things grouped together or considered as a whole.	['several', 'things', 'grouped', 'together', 'or', 'considered', 'as', 'a', 'whole', '.']	[['several', 'things'], [['grouped', 'together'], 'or', ['considered', ['as', ['a', 'whole']]]], '.']	['things', 'several', ['grouped', 'together'], 'or', ['considered', ['whole', 'as', 'a']], '.']	['several', ['together', 'grouped'], 'or', [['as', 'a', 'whole'], 'considered'], '.', 'things']	[['several', 'things'], 'grouped', 'together', 'or', 'considered', 'as', ['a', 'whole'], '.']
color	a visual attribute of things that results from the light they emit or transmit or reflect.	['a', 'visual', 'attribute', 'of', 'things', 'that', 'results', 'from', 'the', 'light', 'they', 'emit', 'or', 'transmit', 'or', 'reflect', '.']	[['a', 'visual', 'attribute'], ['of', ['things', ['that', [['results', ['from', [['the', 'light'], ['they', ['emit', 'or', 'transmit']]]]], 'or', 'reflect']]]], '.']	['attribute', 'a', 'visual', ['things', 'of'], ['results', 'that', ['light', 'from', 'the', ['emit', 'they', 'or', 'transmit', 'or', 'reflect']]], '.']	['a', 'visual', ['of', 'things'], ['that', ['from', 'the', ['they', 'or', 'transmit', 'or', 'reflect', 'emit'], 'light'], 'results'], '.', 'attribute']	[['a', 'visual', 'attribute'], 'of', 'things', 'that', 'results', 'from', ['the', 'light'], 'they', 'emit', 'or', 'transmit', 'or', 'reflect', '.']
colorful	having striking color.	['having', 'striking', 'color', '.']	[['having', ['striking', 'color']], '.']	['having', ['color', 'striking'], '.']	[['striking', 'color'], '.', 'having']	['having', ['striking', 'color'], '.']
colour	any material used for its color.	['any', 'material', 'used', 'for', 'its', 'color', '.']	[['any', 'material'], ['used', ['for', ['its', 'color']]], '.']	['material', 'any', ['used', ['color', 'for', 'its']], '.']	['any', [['for', 'its', 'color'], 'used'], '.', 'material']	[['any', 'material'], 'used', 'for', ['its', 'color'], '.']
computer	a machine for performing calculations automatically.	['a', 'machine', 'for', 'performing', 'calculations', 'automatically', '.']	[['a', 'machine'], ['for', ['performing', 'calculations', 'automatically']], '.']	['machine', 'a', ['performing', 'for', 'calculations', 'automatically'], '.']	['a', ['for', 'calculations', 'automatically', 'performing'], '.', 'machine']	[['a', 'machine'], 'for', 'performing', 'calculations', 'automatically', '.']
concert	a performance of music by players or singers not involving theatrical staging.	['a', 'performance', 'of', 'music', 'by', 'players', 'or', 'singers', 'not', 'involving', 'theatrical', 'staging', '.']	[[['a', 'performance'], ['of', ['music', ['by', ['players', 'or', 'singers']]]]], ['not', ['involving', ['theatrical', 'staging']]], '.']	['performance', 'a', ['music', 'of'], ['players', 'by', 'or', 'singers', ['involving', 'not', ['staging', 'theatrical']]], '.']	['a', ['of', 'music'], ['by', 'or', 'singers', ['not', ['theatrical', 'staging'], 'involving'], 'players'], '.', 'performance']	[['a', 'performance'], 'of', 'music', 'by', 'players', 'or', 'singers', 'not', 'involving', ['theatrical', 'staging'], '.']
concrete	a strong hard building material composed of sand and gravel and cement and water.	['a', 'strong', 'hard', 'building', 'material', 'composed', 'of', 'sand', 'and', 'gravel', 'and', 'cement', 'and', 'water', '.']	[['a', 'strong', 'hard', 'building', 'material'], ['composed', ['of', [['sand', 'and', 'gravel'], 'and', ['cement', 'and', 'water']]]], '.']	['material', 'a', 'strong', 'hard', 'building', ['composed', ['sand', 'of', 'and', 'gravel', 'and', ['cement', 'and', 'water']]], '.']	['a', 'strong', 'hard', 'building', [['of', 'and', 'gravel', 'and', ['and', 'water', 'cement'], 'sand'], 'composed'], '.', 'material']	[['a', 'strong', 'hard', 'building', 'material'], 'composed', 'of', 'sand', 'and', 'gravel', 'and', 'cement', 'and', 'water', '.']
cone	any cone-shaped artifact.	['any', 'cone-shaped', 'artifact', '.']	['any', 'cone-shaped', 'artifact', '.']	['artifact', 'any', 'cone-shaped', '.']	['any', 'cone-shaped', '.', 'artifact']	[['any', 'cone', '-', 'shaped', 'artifact'], '.']
construction	the act of constructing something.	['the', 'act', 'of', 'constructing', 'something', '.']	[['the', 'act'], ['of', ['constructing', 'something']], '.']	['act', 'the', ['constructing', 'of', 'something'], '.']	['the', ['of', 'something', 'constructing'], '.', 'act']	[['the', 'act'], 'of', 'constructing', 'something', '.']
cookie	any of various small flat sweet cakes (`biscuit' is the British term).	"['any', 'of', 'various', 'small', 'flat', 'sweet', 'cakes', '(', '`', 'biscuit', ""'"", 'is', 'the', 'British', 'term', ')', '.']"	"['any', ['of', [['various', ['small', 'flat'], 'sweet', 'cakes'], ['-LRB-', [['`', 'biscuit', ""'""], ['is', ['the', 'British', 'term']]], '-RRB-']]], '.']"	"['any', ['cakes', 'of', 'various', 'small', 'flat', 'sweet', ['term', ['biscuit', '-LRB-', '`', ""'""], 'is', 'the', 'British']], '-RRB-', '.']"	"[['of', 'various', 'small', 'flat', 'sweet', [['-LRB-', '`', ""'"", 'biscuit'], 'is', 'the', 'British', 'term'], 'cakes'], '-RRB-', '.', 'any']"	"['any', 'of', ['various', 'small', 'flat', 'sweet', 'cakes'], '(', '`', 'biscuit', ""'"", 'is', ['the', 'British', 'term'], ')', '.']"
cooking	the act of preparing something (as food) by the application of heat.	['the', 'act', 'of', 'preparing', 'something', '(', 'as', 'food', ')', 'by', 'the', 'application', 'of', 'heat', '.']	[['the', 'act'], ['of', ['preparing', ['something', ['-LRB-', ['as', 'food'], '-RRB-']], ['by', [['the', 'application'], ['of', 'heat']]]]], '.']	['act', 'the', ['preparing', 'of', ['something', ['food', '-LRB-', 'as', '-RRB-']], ['application', 'by', 'the', ['heat', 'of']]], '.']	['the', ['of', [['-LRB-', 'as', '-RRB-', 'food'], 'something'], ['by', 'the', ['of', 'heat'], 'application'], 'preparing'], '.', 'act']	[['the', 'act'], 'of', 'preparing', 'something', '(', 'as', 'food', ')', 'by', ['the', 'application'], 'of', 'heat', '.']
cop	uncomplimentary terms for a policeman.	['uncomplimentary', 'terms', 'for', 'a', 'policeman', '.']	[['uncomplimentary', 'terms'], ['for', ['a', 'policeman']], '.']	['terms', 'uncomplimentary', ['policeman', 'for', 'a'], '.']	['uncomplimentary', ['for', 'a', 'policeman'], '.', 'terms']	[['uncomplimentary', 'terms'], 'for', ['a', 'policeman'], '.']
copper	a ductile malleable reddish-brown corrosion-resistant diamagnetic metallic element; occurs in various minerals but is the only metal that occurs abundantly in large masses; used as an electrical and thermal conductor	['a', 'ductile', 'malleable', 'reddish-brown', 'corrosion-resistant', 'diamagnetic', 'metallic', 'element', ';', 'occurs', 'in', 'various', 'minerals', 'but', 'is', 'the', 'only', 'metal', 'that', 'occurs', 'abundantly', 'in', 'large', 'masses', ';', 'used', 'as', 'an', 'electrical', 'and', 'thermal', 'conductor']	[['a', 'ductile', 'malleable', 'reddish-brown', 'corrosion-resistant', ['diamagnetic', 'metallic'], 'element'], ';', [[['occurs', ['in', ['various', 'minerals']]], 'but', ['is', [['the', 'only', 'metal'], ['that', ['occurs', ['abundantly', ['in', ['large', 'masses']]]]]]]], ';', ['used', ['as', ['an', 'electrical', 'and', 'thermal', 'conductor']]]]]	['element', 'a', 'ductile', 'malleable', 'reddish-brown', 'corrosion-resistant', 'diamagnetic', 'metallic', ';', ['occurs', ['minerals', 'in', 'various'], 'but', ['metal', 'is', 'the', 'only', ['occurs', 'that', 'abundantly', ['masses', 'in', 'large']]]], ';', ['used', ['conductor', 'as', 'an', ['electrical', 'and', 'thermal']]]]	['a', 'ductile', 'malleable', 'reddish-brown', 'corrosion-resistant', 'diamagnetic', 'metallic', ';', [['in', 'various', 'minerals'], 'but', ['is', 'the', 'only', ['that', 'abundantly', ['in', 'large', 'masses'], 'occurs'], 'metal'], 'occurs'], ';', [['as', 'an', ['and', 'thermal', 'electrical'], 'conductor'], 'used'], 'element']	['a', 'ductile', 'malleable', 'reddish', '-', 'brown', 'corrosion', '-', 'resistant', 'diamagnetic', 'metallic', 'element', ';', 'occurs', 'in', ['various', 'minerals'], 'but', 'is', ['the', 'only', 'metal'], 'that', 'occurs', 'abundantly', 'in', ['large', 'masses'], ';', 'used', 'as', ['an', 'electrical', 'and', 'thermal', 'conductor']]
costume	the attire worn in a play or at a fancy dress ball.	['the', 'attire', 'worn', 'in', 'a', 'play', 'or', 'at', 'a', 'fancy', 'dress', 'ball', '.']	[['the', 'attire'], ['worn', [['in', ['a', 'play']], 'or', ['at', ['a', 'fancy', 'dress', 'ball']]]], '.']	['attire', 'the', ['worn', ['play', 'in', 'a', 'or', ['ball', 'at', 'a', 'fancy', 'dress']]], '.']	['the', [['in', 'a', 'or', ['at', 'a', 'fancy', 'dress', 'ball'], 'play'], 'worn'], '.', 'attire']	[['the', 'attire'], 'worn', 'in', ['a', 'play'], 'or', 'at', ['a', 'fancy', 'dress', 'ball'], '.']
cottage	a small house with a single story.	['a', 'small', 'house', 'with', 'a', 'single', 'story', '.']	[['a', 'small', 'house'], ['with', ['a', 'single', 'story']], '.']	['house', 'a', 'small', ['story', 'with', 'a', 'single'], '.']	['a', 'small', ['with', 'a', 'single', 'story'], '.', 'house']	[['a', 'small', 'house'], 'with', ['a', 'single', 'story'], '.']
country	a politically organized body of people under a single government.	['a', 'politically', 'organized', 'body', 'of', 'people', 'under', 'a', 'single', 'government', '.']	[['a', 'politically', 'organized', 'body'], ['of', ['people', ['under', ['a', 'single', 'government']]]], '.']	['body', 'a', ['organized', 'politically'], ['people', 'of'], ['government', 'under', 'a', 'single'], '.']	['a', ['politically', 'organized'], ['of', 'people'], ['under', 'a', 'single', 'government'], '.', 'body']	[['a', 'politically', 'organized', 'body'], 'of', 'people', 'under', ['a', 'single', 'government'], '.']
couple	a pair who associate with one another.	['a', 'pair', 'who', 'associate', 'with', 'one', 'another', '.']	['a', 'pair', ['who', ['associate', ['with', ['one', 'another']]]], '.']	['pair', 'a', ['associate', 'who', ['another', 'with', 'one']], '.']	['a', ['who', ['with', 'one', 'another'], 'associate'], '.', 'pair']	[['a', 'pair'], 'who', 'associate', 'with', 'one', 'another', '.']
cow	"female of domestic cattle: ""`moo-cow' is a child's term""."	"['female', 'of', 'domestic', 'cattle', ':', '""', '`', 'moo-cow', ""'"", 'is', 'a', 'child', ""'s"", 'term', '""', '.']"	"[['female', ['of', ['domestic', 'cattle'], ':']], ""''"", ['`', 'moo-cow', ""'""], ['is', [['a', 'child', ""'s""], ['term', ""''""]]], '.']"	"['term', ['female', ['cattle', 'of', 'domestic'], ':', ""''"", ['moo-cow', '`', ""'""]], 'is', ['child', 'a', ""'s""], ""''"", '.']"	"[[['of', 'domestic', 'cattle'], ':', ""''"", ['`', ""'"", 'moo-cow'], 'female'], 'is', ['a', ""'s"", 'child'], ""''"", '.', 'term']"	"['female', 'of', ['domestic', 'cattle'], ':', '""', ['`', 'moo', '-', 'cow'], ""'"", 'is', ['a', 'child', ""'s"", 'term'], '""', '.']"
crab	decapod having eyes on short stalks and a broad flattened carapace with a small abdomen folded under the thorax and pincers.	['decapod', 'having', 'eyes', 'on', 'short', 'stalks', 'and', 'a', 'broad', 'flattened', 'carapace', 'with', 'a', 'small', 'abdomen', 'folded', 'under', 'the', 'thorax', 'and', 'pincers', '.']	[['decapod', ['having', ['eyes', ['on', [['short', 'stalks'], 'and', ['a', 'broad', 'flattened', 'carapace']]]], ['with', ['a', 'small', 'abdomen']]]], ['folded', ['under', [['the', 'thorax'], 'and', 'pincers']]], '.']	['decapod', ['having', 'eyes', ['stalks', 'on', 'short', 'and', ['carapace', 'a', 'broad', 'flattened', ['abdomen', 'with', 'a', 'small', ['folded', ['thorax', 'under', 'the', 'and', 'pincers']]]]]], '.']	[['eyes', ['on', 'short', 'and', ['a', 'broad', 'flattened', ['with', 'a', 'small', [['under', 'the', 'and', 'pincers', 'thorax'], 'folded'], 'abdomen'], 'carapace'], 'stalks'], 'having'], '.', 'decapod']	['decapod', 'having', 'eyes', 'on', ['short', 'stalks'], 'and', ['a', 'broad', 'flattened', 'carapace'], 'with', ['a', 'small', 'abdomen'], 'folded', 'under', ['the', 'thorax'], 'and', 'pincers', '.']
craft	the skilled practice of a practical occupation.	['the', 'skilled', 'practice', 'of', 'a', 'practical', 'occupation', '.']	[['the', 'skilled', 'practice'], ['of', ['a', 'practical', 'occupation']], '.']	['practice', 'the', 'skilled', ['occupation', 'of', 'a', 'practical'], '.']	['the', 'skilled', ['of', 'a', 'practical', 'occupation'], '.', 'practice']	[['the', 'skilled', 'practice'], 'of', ['a', 'practical', 'occupation'], '.']
crane	United States writer (1871-1900).	['United', 'States', 'writer', '(', '1871-1900', ')', '.']	[['United', 'States', 'writer'], ['-LRB-', '1871-1900', '-RRB-'], '.']	['writer', 'United', 'States', ['1871-1900', '-LRB-', '-RRB-'], '.']	['United', 'States', ['-LRB-', '-RRB-', '1871-1900'], '.', 'writer']	[['United', 'States', 'writer'], '(', '1871', '-', '1900', ')', '.']
creature	a living organism characterized by voluntary movement.	['a', 'living', 'organism', 'characterized', 'by', 'voluntary', 'movement', '.']	[['a', 'living', 'organism'], ['characterized', ['by', ['voluntary', 'movement']]], '.']	['organism', 'a', 'living', ['characterized', ['movement', 'by', 'voluntary']], '.']	['a', 'living', [['by', 'voluntary', 'movement'], 'characterized'], '.', 'organism']	[['a', 'living', 'organism'], 'characterized', 'by', ['voluntary', 'movement'], '.']
crochet	needlework done by interlocking looped stitches with a hooked needle.	['needlework', 'done', 'by', 'interlocking', 'looped', 'stitches', 'with', 'a', 'hooked', 'needle', '.']	[['needlework', ['done', ['by', 'interlocking']]], ['looped', 'stitches', ['with', ['a', 'hooked', 'needle']]], '.']	['needlework', ['done', ['interlocking', 'by', ['looped', 'stitches', ['needle', 'with', 'a', 'hooked']]]], '.']	[[['by', ['stitches', ['with', 'a', 'hooked', 'needle'], 'looped'], 'interlocking'], 'done'], '.', 'needlework']	['needlework', 'done', 'by', 'interlocking', ['looped', 'stitches'], 'with', ['a', 'hooked', 'needle'], '.']
cross	a wooden structure consisting of an upright post with a transverse piece.	['a', 'wooden', 'structure', 'consisting', 'of', 'an', 'upright', 'post', 'with', 'a', 'transverse', 'piece', '.']	[['a', 'wooden', 'structure'], ['consisting', ['of', [['an', 'upright', 'post'], ['with', ['a', 'transverse', 'piece']]]]], '.']	['structure', 'a', 'wooden', ['consisting', ['post', 'of', 'an', 'upright', ['piece', 'with', 'a', 'transverse']]], '.']	['a', 'wooden', [['of', 'an', 'upright', ['with', 'a', 'transverse', 'piece'], 'post'], 'consisting'], '.', 'structure']	[['a', 'wooden', 'structure'], 'consisting', 'of', ['an', 'upright', 'post'], 'with', ['a', 'transverse', 'piece'], '.']
crow	black birds having a raucous call.	['black', 'birds', 'having', 'a', 'raucous', 'call', '.']	[['black', 'birds'], ['having', ['a', 'raucous', 'call']], '.']	['birds', 'black', ['having', ['call', 'a', 'raucous']], '.']	['black', [['a', 'raucous', 'call'], 'having'], '.', 'birds']	[['black', 'birds'], 'having', ['a', 'raucous', 'call'], '.']
